name,branche,telefon,email,adresse,website,hat_website,website_erreichbar,website_alter_jahre,hat_ssl,ladezeit_ms,ist_mobilfreundlich,wayback_datum,google_place_id,google_rating,google_bewertungen,score,score_gruende,gefunden_am,status
Springmann-Haustechnik,Sanitär,0511 884044,,"Heuerstraße 18, 30519 Hannover, Deutschland",http://www.springmann-haustechnik.de/,True,True,,False,4069,False,,ChIJRUdSVDILsEcReOnmeii-TuM,4.3,30,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4069ms) (+10) | Gute Aktivität (30 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanify GmbH - Sanitär & Heizung,Sanitär,0511 12269265,,"Wunstorfer Str. 71a, 30453 Hannover, Deutschland",http://www.sanify-shk.de/,True,False,5,False,,,23.12.2021,ChIJD-oapEZ1sEcRA5DyojzM6xU,4.8,13,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
SHK-Life Meisterbetrieb für Sanitär- Heizung-Klima,Sanitär,0176 32252084,,"Schulenburger Landstraße 50, 30165 Hannover, Deutschland",http://www-shk-life.com/,True,False,,False,,,,ChIJB7O2p_5zsEcRKmOPyzBbG8U,5,6,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
TarnoBau,Trockenbau,01573 2342204,,"Alte Stöckener Str. 28, 30419 Hannover, Deutschland",https://www.tarno-bau.de/,True,False,,True,,,,ChIJySzlBptzsEcRrmtbdW1xM0A,5,1,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Z&M Bau,Trockenbau,01525 4621403,,"Hogrefestraße 21, 30419 Hannover, Deutschland",https://zm-bau.com/,True,False,,True,,,,ChIJAQ31su1zsEcR6dLImDnnSSE,5,5,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
NH Akustik & Trockenbau,Trockenbau,0179 4892690,,"Lenzbergweg 58, 30519 Hannover, Deutschland",,False,False,,False,,,,ChIJE6BAd94KsEcRqxIRTmN0JkA,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Schadenfix24,Trockenbau,0173 9428016,,"Engelbosteler Damm 74, 30167 Hannover, Deutschland",https://www.schadenfix24.de/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15365432977944331927,True,False,,True,,,,ChIJuwBtDxg44K0RdUBCSHJvGAs,5,18,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
PENKALLA KG Akustik und Trockenbau,Trockenbau,0170 2118459,,"Adolf-Emmelmann-Straße 41, 30659 Hannover, Deutschland",,False,False,,False,,,,ChIJiSvHje4MsEcRAc_xZS3BB2g,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Zein Trockenbau Abbrucharbeiten & Transport,Trockenbau,,,"An d. Tiefenriede 4, 30173 Hannover, Deutschland",,False,False,,False,,,,ChIJ63sANDcLsEcRVuQG-j-F430,5,1,45,Keine Website gefunden (+40) | Sehr gute Bewertung (+5),2026-05-28,neu
Viva Akustik,Trockenbau,0511 47556339,,"Schlägerstraße 29, 30171 Hannover, Deutschland",http://www.viva-akustik.de/,True,True,,False,4041,False,,ChIJO9bvSnN1sEcRnhUnqFguHT0,5,4,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4041ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tahiri-Trockenbau,Trockenbau,0511 43824401,,"Nenndorfer Ch 18, 30453 Hannover, Deutschland",,False,False,,False,,,,ChIJI9-8ixB1sEcRxDkCIA71K68,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Abbas Trockenbau,Trockenbau,0162 9283101,,"Weizenfeldstraße 11, 30419 Hannover, Deutschland",,False,False,,False,,,,ChIJkSNurF9zsEcRfsTLR7GA4Ro,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
OBI Türen und Fenster im Markt Hannover-Linden,Fenster und Türen,0511 353570,,"Elfriede-Paul-Allee 15, 30449 Hannover, Deutschland",https://www.obi.de/markt/hannover-linden/tueren-fenster?wt__mc=gp.de447_Hannover-Linden%E2%80%A6,True,False,,True,,,,ChIJQYNtKHV1sEcR7sRRPGC--lE,5,1,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
MAK Fenster & Türen,Fenster und Türen,0172 2645963,,"Vahrenwalder Str. 195b, 30165 Hannover, Deutschland",https://www.mak-fensterbau.de/,True,False,,True,,,,ChIJdT8Ln51zsEcR0OF39H4JkWQ,5,7,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
FAKRO Dachfenster GmbH,Fenster und Türen,0511 2609670,,"Plathnerstraße 5A, 30175 Hannover, Deutschland",http://www.fakro.de/,True,False,,False,,,,ChIJwzgtQ04LsEcRtIz8pp53eew,3.3,31,45,Website nicht erreichbar (+35) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Glaserei Nolting GmbH,Fenster und Türen,0511 863601,,"Ahornstraße 1, 30519 Hannover, Deutschland",http://glaserei-nolting.de/,True,True,,False,3920,False,,ChIJG5A5y_gKsEcRyDonEzkOL9I,4.2,23,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (3920ms) (+10) | Gute Aktivität (23 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Elona- Garten und Landschaftsbau,Gartenbau,01515 9014031,,"Großkopfstraße 11, 30449 Hannover, Deutschland",https://www.elonagartenbau.de/,True,False,,True,,,,ChIJUTqMhJp1sEcRvKlxPUg0Sd4,5,2,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Wicke Garten & Landschaftsbau Hannover,Gartenbau,0511 2349740,,"Hagenbleckstr. 31 (Büro 30455 Hannover (Betriebshof: Hansastr. in, 30952 Ronnenberg, Deutschland",,False,False,,False,,,,ChIJ0RA-Mx51sEcR1IDJDYt3r60,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Roj Garten und Landschaftsbau,Gartenbau,0160 95948022,,"Otto-Ehrhardt-Straße 21, 30823 Garbsen, Deutschland",http://roj-gartenbau.de/,True,True,,False,4467,False,,ChIJj9oewxhxsEcRCQ54y2h_wII,4.9,15,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4467ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
OBI Gartenplaner Hannover-Linden,Gartenbau,0511 353570,,"Elfriede-Paul-Allee 15, 30449 Hannover, Deutschland",https://www.obi.de/markt/hannover-linden/gartenplaner?wt__mc=gp.de447_Hannover-Linden%E2%80%A6,True,False,,True,,,,ChIJ71Q9JXV1sEcRtYMW9IsqdGs,5,4,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Garten & Landschaftsbau Friedrich,Gartenbau,,,"Göttinger Ch 76A, 30453 Hannover, Deutschland",,False,False,,False,,,,ChIJPXwbAQB1sEcRZuFYOBCRQVA,5,2,45,Keine Website gefunden (+40) | Sehr gute Bewertung (+5),2026-05-28,neu
Wolter Garten - und Landschaftsbau GmbH,Gartenbau,0511 461918,,"Ringstraße 20, 30457 Hannover, Deutschland",,False,False,,False,,,,ChIJQZAaDG11sEcRTcbJWW77neA,3.9,7,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
PutzMax Gebäudereinigung Hannover Reinigungsfirma Hannover Büroreinigung,Reinigungsfirma,030 692097937,,"Schmiedestraße 13, 30159 Hannover, Deutschland",https://www.gebäudereinigunghannover.de/,True,False,,True,,,,ChIJ3Y8rEAB1sEcRCZp2T71Af4w,5,13,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Selma Clean,Reinigungsfirma,0179 4209861,,"Zwickauer Str. 12, 30179 Hannover, Deutschland",https://www.selma-clean.de/,True,False,,True,,,,ChIJY8SoQFZzsEcRvQdQKg-LlPk,5,3,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
M&R Reinigung Service Hannover,Reinigungsfirma,0176 89093295,,"Hornemannweg 2, 30167 Hannover, Deutschland",https://mr-reinigung-service.de/,True,False,,True,,,,ChIJq8JT302JgWARyzEj7IrkQus,5,13,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Clean-it-Narin Glas und Gebäudereinigung‎,Reinigungsfirma,0511 33730255,,"Albert-Einstein-Straße 10, 30926 Seelze, Deutschland",http://www.clean-it-narin.de/,True,True,,False,4164,False,,ChIJ43tTztgKsEcR6AJINo0iBLs,5,15,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4164ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
City Schlüsseldienst Hannover GmbH,Schlüsseldienst,0511 3534600,,"Marktstraße 40, 30159 Hannover, Deutschland",http://city-schluesseldienst-hannover.de/,True,True,,False,766,False,,ChIJdxBQI7d0sEcR1QnTSARdmPA,4.8,61,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Viele Bewertungen (61) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Kirchröder Schlüsseldienst,Schlüsseldienst,0511 521527,,"Großer Hillen 11, 30559 Hannover, Deutschland",http://www.kirchroeder-schluesseldienst.de/,True,True,,False,1756,False,,ChIJ0VpUeZYLsEcRIqaO-X7bWW4,4.8,79,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Viele Bewertungen (79) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Martin Seffers Sicherheitstechnik & Service,Schlüsseldienst,0511 70817393,,"Gerhart-Hauptmann-Straße 52, 30629 Hannover, Deutschland",http://schluesseldienst-hannover-seffers.de/,True,True,,False,2153,False,,ChIJ9wIIdWYMsEcRvRCNZJunzJI,5,31,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Langsam (2153ms) (+5) | Gute Aktivität (31 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schlüsseldienst Südstadt,Schlüsseldienst,0511 285980,,"Marienstraße 71, 30171 Hannover, Deutschland",,False,False,,False,,,,ChIJsdZtm04LsEcRA0VGuDln8RM,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Autoschlüsseldienst Hannover,Schlüsseldienst,0511 37005856,,"Ikarusallee 20, 30179 Hannover, Deutschland",https://autoschlüsseldienst-hannover.de/,True,False,,True,,,,ChIJdVtnCsl1sEcRM8a8SQ0rq4c,5,1,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schuh- und Schlüsseldienst Saladauskas,Schlüsseldienst,0511 441775,,"Stephanusstraße 15, 30449 Hannover, Deutschland",,False,False,,False,,,,ChIJPaNB9Bx1sEcRQhaYFlaRS8k,4.1,9,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Schuhreparatur & Schlüsselservice W. Kozlenko,Schlüsseldienst,0511 7011174,,"Fliederstraße 4A, 30167 Hannover, Deutschland",,False,False,,False,,,,ChIJE-D4O5B1sEcRbMoBH5k7umk,4.3,17,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Sprint Schuh- und Schlüsseldienst,Schlüsseldienst,0511 96769006,,"im A2 Center, Opelstraße 3 - 5, 30916 Isernhagen, Deutschland",http://www.sprint-service.de/,True,True,,False,633,False,,ChIJmSE7vawNsEcRcUF7MJqVvBo,4.6,59,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Viele Bewertungen (59) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Haus für Sicherheit - KÜHN Sicherheit GmbH,Schlüsseldienst,0511 321820,,"Osterstraße 28, 30159 Hannover, Deutschland",http://www.hfs-hannover.de/,True,True,,False,2072,False,,ChIJqXao0LB0sEcRC8YqoZZyiqQ,4.6,42,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Langsam (2072ms) (+5) | Gute Aktivität (42 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
TOPY Schuh + Schlüsselservice,Schlüsseldienst,,,"Voßstraße 63, 30163 Hannover, Deutschland",,False,False,,False,,,,ChIJNXOiy1BzsEcRFUiBz22aBak,5,7,45,Keine Website gefunden (+40) | Sehr gute Bewertung (+5),2026-05-28,neu
Rüdiger Neumann,Schlüsseldienst,0511 669220,,"Voßstraße 25, 30161 Hannover, Deutschland",,False,False,,False,,,,ChIJ885XL1hzsEcR5-DzIXh5-0w,4.2,10,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Elektro Rieger GmbH,Elektriker,0511 7853305,,"Nürnberger Str. 8, 30855 Langenhagen, Deutschland",https://www.elektro-rieger.de/,True,True,22,True,1466,True,29.11.2004,ChIJBfbF2jZysEcRpzfmpcla8D4,4.9,32,40,Website sehr alt (22 Jahre) (+25) | Gute Aktivität (32 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Ehrhard Großmann Sanitär- und Heizungstechnik GmbH,Klempner,0511 6799670,,"Eckenerstraße 11, 30179 Hannover, Deutschland",https://www.grossmann-gmbh.de/,True,True,21,True,1427,True,28.01.2005,ChIJXUO1TyNzsEcRIb2jP4qGpSU,4.6,38,40,Website sehr alt (21 Jahre) (+25) | Gute Aktivität (38 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Ahrens Sanitärtechnik und Gasheizungen GmbH,Klempner,0511 862450,,"Hildesheimer Str. 24, 30880 Laatzen, Deutschland",https://www.ahrens-laatzen.de/,True,True,15,True,1911,True,20.01.2011,ChIJGc6UJ_UKsEcRnRX2Dv20-9A,4.6,32,40,Website sehr alt (15 Jahre) (+25) | Gute Aktivität (32 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
C. A. S. A. Haustechnik,Klempner,0511 5420101,,"Sutelstraße 60, 30659 Hannover, Deutschland",http://www.casa-haustechnik.de/,True,True,,False,4183,False,,ChIJVTyd1ZIMsEcRNcTnIslUMes,3.8,17,40,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4183ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Wilhelm Krug Sanitäre Anlagen und Gasheizungen e.K.,Installateur,0511 341087,,"Leonhardtstraße 1, 30175 Hannover, Deutschland",https://www.krug-haustechnik.com/,True,True,8,True,1801,True,28.11.2018,ChIJkfbJpa10sEcReOXPRXOxak4,4.6,27,40,Website sehr alt (8 Jahre) (+25) | Gute Aktivität (27 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Ehrhard Großmann Sanitär- und Heizungstechnik GmbH,Installateur,0511 6799670,,"Eckenerstraße 11, 30179 Hannover, Deutschland",https://www.grossmann-gmbh.de/,True,True,21,True,1367,True,28.01.2005,ChIJXUO1TyNzsEcRIb2jP4qGpSU,4.6,38,40,Website sehr alt (21 Jahre) (+25) | Gute Aktivität (38 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Borrmann GmbH & Co. KG,Maler,0511 529860,,"Alte Bemeroder Str. 123 a, 30539 Hannover, Deutschland",https://www.borrmann-malermeister-hannover.de/,True,False,5,True,,,27.09.2021,ChIJjVLIF7YLsEcRWMQgvp742NU,4.3,6,40,Website nicht erreichbar (+35) | Telefon bekannt (+5),2026-05-28,neu
Dr. Gustav Schädla GmbH & Co. KG,Maler,0511 699094,,"Cranachstraße 3, 30177 Hannover, Deutschland",http://www.schaedla-beton.de/,True,True,7,False,4053,True,19.07.2019,ChIJlzrNBa4MsEcRbvVbf1CYlu8,4.4,11,40,Website veraltet (7 Jahre) (+15) | Kein HTTPS (+10) | Sehr langsam (4053ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
1a Fassadenrenovierung,Maler,0511 91160841,,"Podbielskistraße 333, 30659 Hannover, Deutschland",https://www.1afassadenrenovierung.de/?utm_source=GooglePlaces,True,True,11,True,2800,True,13.03.2015,ChIJaY9lhhVssEcRBWLG0QTaUTk,4.9,8,40,Website sehr alt (11 Jahre) (+25) | Langsam (2800ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesen-Profi Kafexholli,Fliesenleger,0511 9781616,,"Berliner Allee 35, 30855 Langenhagen, Deutschland",https://www.fliesenprofi-kafexholli.de/,True,True,10,True,1187,True,05.03.2016,ChIJ80YaULVzsEcRyo6HYg75lxc,5,27,40,Website sehr alt (10 Jahre) (+25) | Gute Aktivität (27 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesenleger - Fliesen Schröers,Fliesenleger,0511 2108997,,"Am Listholze 50, 30177 Hannover, Deutschland",https://fliesenlegerhannover.com/,True,True,8,True,3631,True,24.08.2018,ChIJ8_nAUK0MsEcRXvVBZNjtae0,4.3,11,40,Website sehr alt (8 Jahre) (+25) | Sehr langsam (3631ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Dachreinigung Hannover,Dachdecker,0178 4292470,,"Stargarder Weg 25, 30659 Hannover, Deutschland",https://hannover-dach.de/,True,True,19,True,2761,True,20.05.2007,ChIJlej4af9HZUERiLnJdl7fVfs,4.9,7,40,Website sehr alt (19 Jahre) (+25) | Langsam (2761ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hannover Dachbau GmbH,Dachdecker,0511 69600390,,"Potsdamer Str. 1, 30916 Isernhagen, Deutschland",https://www.hannover-dachbau.de/,True,True,7,True,3282,True,22.07.2019,ChIJXWT4TbwNsEcRNTepR4zgkpA,5,20,40,Website veraltet (7 Jahre) (+15) | Sehr langsam (3282ms) (+10) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Globke GmbH & Co. KG,Dachdecker,0511 650757,,"Podbielskistraße 358, 30659 Hannover, Deutschland",https://www.dachdecker-globke.de/,True,False,,True,,,,ChIJn2FV1Ls7ZUERTNL9tdpJ1SA,4,8,40,Website nicht erreichbar (+35) | Telefon bekannt (+5),2026-05-28,neu
Dachdeckerei Guido Langhammer,Dachdecker,0511 5499231,,"Lister Damm 19, 30163 Hannover, Deutschland",https://guidolanghammer.de/,True,True,13,True,5412,True,06.05.2013,ChIJObL4y01zsEcRGY7gxaGPvN8,3.6,7,40,Website sehr alt (13 Jahre) (+25) | Sehr langsam (5412ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Seidler Bedachungen e.K.,Dachdecker,0511 834312,,"Eupener Str. 31, 30519 Hannover, Deutschland",https://seidlerbedachungen.de/,True,True,15,True,4171,True,07.02.2011,ChIJ3VVCfQMLsEcRJiI8AAgPj5A,4.2,5,40,Website sehr alt (15 Jahre) (+25) | Sehr langsam (4171ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Adolf Dachdecker,Dachdecker,01512 3574130,,"Lohmeyerhof 1, 30459 Hannover, Deutschland",https://www.adolf-dachdecker.de/,True,False,,True,,,,ChIJIzZK5Mt1sEcR7NEMhvPJhdg,0.0,0,40,Website nicht erreichbar (+35) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Grohs,Schreiner,0172 4284941,,"Badenstedter Str. 60, 30453 Hannover, Deutschland",https://www.tischlerei-grohs.de/,True,True,21,True,2852,True,07.01.2005,ChIJ061dVfZ0sEcRoUVvNQnIYoQ,5,18,40,Website sehr alt (21 Jahre) (+25) | Langsam (2852ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Holz & Handwerk GmbH,Schreiner,0511 640110,,"Sutelstraße 16, 30659 Hannover, Deutschland",https://www.holz-und-handwerk-hannover.de/,True,True,19,True,1434,True,19.10.2007,ChIJ7XTg4OgMsEcREKCyPJf_YCM,4.6,29,40,Website sehr alt (19 Jahre) (+25) | Gute Aktivität (29 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Bohne,Schreiner,0511 774544,,"Walsroder Str. 332, 30855 Langenhagen, Deutschland",http://www.tischlerei-bohne.de/,True,True,,False,4590,True,,ChIJd5m8_oNysEcRh-8tJGHCCZs,5,60,40,Kein HTTPS (+10) | Sehr langsam (4590ms) (+10) | Viele Bewertungen (60) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Michael Lange,Schreiner,0511 709404,,"Rehbockstraße 20, 30167 Hannover, Deutschland",https://www.hannoversche-tischlerei.de/,True,True,8,True,3276,True,27.08.2018,ChIJSdxMw510sEcRo36z6GQ5TdM,3.7,6,40,Website sehr alt (8 Jahre) (+25) | Sehr langsam (3276ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Bauwerkstatt Hannover,Schreiner,0511 2104075,,"Badenstedter Str. 46D, 30453 Hannover, Deutschland",http://www.bauwerkstatt-hannover.de/,True,True,22,False,1087,True,13.12.2004,ChIJ00XIxfN0sEcRXwmGzcNyxxM,0.0,0,40,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Telefon bekannt (+5),2026-05-28,neu
Ask Bauelemente GmbH,Schreiner,0511 30075554,,"Krepenstraße 10, 30165 Hannover, Deutschland",http://www.ask-bauelemente.de/kontakt/,True,True,11,False,1647,True,06.12.2015,ChIJUVsKaGZzsEcRvvgtXq5uOWo,4.1,15,40,Website sehr alt (11 Jahre) (+25) | Kein HTTPS (+10) | Telefon bekannt (+5),2026-05-28,neu
Winfried Neumann Sanitär und Heizung Inh. Julian Neumann - Hannover,Heizungsbauer,0511 668514,,"Ferdinand-Wallbrecht-Straße 45, 30163 Hannover, Deutschland",https://www.winfriedneumann.de/,True,True,22,True,2262,True,12.12.2004,ChIJs-Stk1BzsEcRri7-GeMPQ80,3.9,31,40,Website sehr alt (22 Jahre) (+25) | Langsam (2262ms) (+5) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Mischke Sanitär-Heizung GmbH,Heizungsbauer,0511 6766860,,"Ehlvershof 11, 30419 Hannover, Deutschland",https://www.sanitaertechnik-hannover.de/,True,True,16,True,1274,True,09.10.2010,ChIJRdoRsadzsEcRlL_rv0-X0Q8,3,61,40,Website sehr alt (16 Jahre) (+25) | Viele Bewertungen (61) (+10) | Telefon bekannt (+5),2026-05-28,neu
C. A. S. A. Haustechnik,Heizungsbauer,0511 5420101,,"Sutelstraße 60, 30659 Hannover, Deutschland",http://www.casa-haustechnik.de/,True,True,,False,4321,False,,ChIJVTyd1ZIMsEcRNcTnIslUMes,3.8,17,40,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4321ms) (+10) | Telefon bekannt (+5),2026-05-28,neu
Sven Boettcher Sanitär Heizung,Sanitär,0178 4353553,,"Zur Mühle 13a, 30559 Hannover, Deutschland",http://www.svenboe.de/,True,True,,False,3493,True,,ChIJuwPHBdwLsEcRzaBUND35rkY,5,81,40,Kein HTTPS (+10) | Sehr langsam (3493ms) (+10) | Viele Bewertungen (81) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Leine Haustechnik GmbH,Sanitär,0511 6466300,,"Owiedenfeldstraße 16, 30559 Hannover, Deutschland",http://www.leine-haustechnik.de/,True,True,,False,9636,True,,ChIJ7Q8asuELsEcRc8FHJfvVocY,4.9,58,40,Kein HTTPS (+10) | Sehr langsam (9636ms) (+10) | Viele Bewertungen (58) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Winfried Neumann Sanitär und Heizung Inh. Julian Neumann - Hannover,Sanitär,0511 668514,,"Ferdinand-Wallbrecht-Straße 45, 30163 Hannover, Deutschland",https://www.winfriedneumann.de/,True,True,22,True,2270,True,12.12.2004,ChIJs-Stk1BzsEcRri7-GeMPQ80,3.9,31,40,Website sehr alt (22 Jahre) (+25) | Langsam (2270ms) (+5) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Mischke Sanitär-Heizung GmbH,Sanitär,0511 6766860,,"Ehlvershof 11, 30419 Hannover, Deutschland",https://www.sanitaertechnik-hannover.de/,True,True,16,True,978,True,09.10.2010,ChIJRdoRsadzsEcRlL_rv0-X0Q8,3,61,40,Website sehr alt (16 Jahre) (+25) | Viele Bewertungen (61) (+10) | Telefon bekannt (+5),2026-05-28,neu
Peschke Innovativbau & Innenausbau - Hannover,Trockenbau,0511 9793733,,"Ehlvershof 10, 30419 Hannover, Deutschland",https://www.peschke-innovativbau.de/,True,False,,True,,,,ChIJvThEa5VzsEcR2mHb5OP6iug,4.2,5,40,Website nicht erreichbar (+35) | Telefon bekannt (+5),2026-05-28,neu
Daraa Trockenbau,Trockenbau,01525 9221100,,"Wittekamp 10, 30177 Hannover, Deutschland",https://daraa-trockenbau.de/,True,False,,True,,,,ChIJZSCY73pzsEcRmCD9s-yd90M,0.0,0,40,Website nicht erreichbar (+35) | Telefon bekannt (+5),2026-05-28,neu
Artur‘s Fensterkontor,Fenster und Türen,05109 2694154,,"Stettiner Str. 21, 30952 Ronnenberg, Deutschland",http://www.arturs-fensterkontor.de/,True,True,,False,4721,True,,ChIJSzi7K_N1sEcROHLTZZFkTHY,5,51,40,Kein HTTPS (+10) | Sehr langsam (4721ms) (+10) | Viele Bewertungen (51) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hensel Zimmertürenfabrik GmbH,Fenster und Türen,05130 97890,,"Schlager Ch 1, 30900 Wedemark, Deutschland",http://www.hensel-tueren.de/,True,True,,False,3391,True,,ChIJi7m6vf9ssEcRmXj6ZwzJ7ts,4.6,70,40,Kein HTTPS (+10) | Sehr langsam (3391ms) (+10) | Viele Bewertungen (70) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
